0.9179399692	moroccan
0.9177867860	meatball
0.9159937389	viet
0.9141599282	swiss
0.9137351987	yelper
0.9132171754	armadillo
0.9131691829	chimichanga
0.9127927149	brewery
0.9119436926	firehouse
0.9118991112	castle
0.9106171114	geisha
0.9103886907	yelpers
0.9103408950	stew
0.9102932487	g's
0.9099676116	disco
0.9098897168	compass
0.9096568493	melrose
0.9090619792	butte
0.9090175799	si
0.9085967740	germany
0.9085329088	cook's
0.9084441594	lifetime
0.9084125185	illinois
0.9083802011	vegas
0.9083738881	cholla
0.9083399692	hardy
0.9082266618	firecracker
0.9081158823	philly
0.9079705627	village
0.9078138278	farms
0.9076169593	cooperstown
0.9075340897	church
0.9074868014	ranch
0.9072944787	hillside
0.9072930975	university
0.9072111103	frog
0.9067873832	rancho
0.9066555214	fresca
0.9065720647	gyro
0.9064235729	smokehouse
0.9064179882	press
0.9061134234	english
0.9060750098	roadhouse
0.9055867421	z's
0.9054404016	quesadilla
0.9054118542	modelo
0.9053696462	bonnie
0.9053678740	villas
0.9049984907	cuban
0.9048238018	february
0.9047278554	twitter
0.9046206978	maki
0.9045156866	lion
0.9044941010	yen
0.9043601287	disney
0.9043455683	malibu
0.9042759160	ribeye
0.9042040091	apple
0.9040441670	jerry
0.9039257414	pueblo
0.9038873310	cafe
0.9038009449	snickerdoodle
0.9037533525	jambalaya
0.9037300567	bakery
0.9037114557	peking
0.9036051290	chick
0.9035273581	library
0.9034490986	peruvian
0.9033328620	therapy
0.9033143643	szechwan
0.9030517478	captain
0.9029867421	riverview
0.9029650425	dragon
0.9029420164	charlie's
0.9028659073	tryst
0.9026918919	einstein
0.9026607677	lynn
0.9025968840	easter
0.9025569581	jane
0.9025503011	moose
0.9025424155	frank
0.9020360445	wong
0.9020101403	butterfly
0.9019641812	disneyland
0.9018990199	war
0.9018063111	escargot
0.9016925312	belgian
0.9016449545	amazon
0.9016437747	orzo
0.9015393872	kentucky
0.9014827859	hangover
0.9014017635	chaparral
0.9012026575	sonoma
0.9011970873	japanese
0.9011498423	dick
0.9011460804	crescent
0.9010526879	casita
0.9010273817	cho
0.9010182650	cambodian
0.9010153700	chef
0.9010090097	express
0.9009704590	cruz
0.9009514907	diamond
0.9008877282	taiwan
0.9008266986	indulge
0.9008019127	toddy
0.9007153930	axis
0.9006878431	zinc
0.9005598901	d's
0.9005555214	gruyere
0.9005458990	california
0.9005337781	bloom
0.9004347393	billy
0.9003621030	litchfield
0.9003330663	alice
0.9002502927	africa
0.9002333731	tvs
0.9002133693	wongs
0.8999900050	summertime
0.8999865692	kat
0.8999643322	parade
0.8999282225	bikram
0.8998351287	maria
0.8998347479	sangria
0.8997718149	scallop
0.8997364807	ford
0.8997104602	parmesan
0.8996431129	rueben
0.8995936688	mexico
0.8995636209	trolley
0.8995537761	baseline
0.8995070023	donkey
0.8994771723	seattle
0.8994420236	westside
0.8994320553	hibachi
0.8994018983	flaming
0.8993895033	forest
0.8993875221	grapevine
0.8993283791	preserve
0.8993047169	god
0.8992906953	caffe
0.8992739693	jack
0.8992378822	rainbow
0.8991812387	mormon
0.8991684300	western
0.8991681310	phil
0.8991071992	kierland
0.8991034088	indiana
0.8990909265	duck
0.8990855414	jc
0.8990613185	alarm
0.8990439790	quail
0.8989863063	dijon
0.8989445594	verde
0.8989361008	senior
0.8989171114	devil's
0.8988467689	chu
0.8988328620	confit
0.8988253249	tzatziki
0.8987919405	morgan
0.8987918346	panera
0.8987315404	nw
0.8987110991	bridal
0.8986748377	chianti
0.8985573124	mole
0.8984551103	god's
0.8984510415	encanto
0.8984019316	cherry
0.8983581065	fridays
0.8983421909	loco
0.8983112245	saint
0.8983004447	carefree
0.8982950788	asian
0.8982940766	fattoush
0.8982830005	seabass
0.8982827090	joe
0.8982387652	dentistry
